patch,champ,role,picks_by,bans_vs,series_presence
16.04,Karma,sup,3,0,3
16.04,Pantheon,jng,3,0,3
16.04,Yunara,bot,3,0,3
16.04,Ahri,mid,2,0,2
16.04,Aphelios,bot,2,0,2
16.04,Gnar,top,2,0,2
16.04,Gwen,top,2,0,2
16.04,Jarvan IV,jng,2,0,2
16.04,Kai'Sa,bot,2,0,2
16.04,Kennen,top,2,0,2
16.04,LeBlanc,mid,2,0,2
16.04,Ryze,mid,2,0,2
16.04,Taliyah,mid,2,0,2
16.04,Viktor,mid,2,0,2
16.04,Wukong,jng,2,0,2
16.04,Azir,mid,1,0,1
16.04,Bard,sup,1,0,1
16.04,Blitzcrank,sup,1,0,1
16.04,Corki,bot,1,0,1
16.04,Dr. Mundo,jng,1,0,1
16.04,Ezreal,bot,1,0,1
16.04,Irelia,top,1,0,1
16.04,Jax,top,1,0,1
16.04,Jhin,bot,1,0,1
16.04,Jinx,bot,1,0,1
16.04,K'Sante,top,1,0,1
16.04,Kalista,bot,1,0,1
16.04,Leona,sup,1,0,1
16.04,Nami,sup,1,0,1
16.04,Nautilus,sup,1,0,1
16.04,Neeko,sup,1,0,1
16.04,Nocturne,jng,1,0,1
16.04,Orianna,mid,1,0,1
16.04,Rakan,sup,1,0,1
16.04,Rell,sup,1,0,1
16.04,Renekton,top,1,0,1
16.04,Rumble,top,1,0,1
16.04,Sion,top,1,0,1
16.04,Thresh,sup,1,0,1
16.04,Trundle,jng,1,0,1
16.04,Vi,jng,1,0,1
16.04,Xin Zhao,jng,1,0,1
